date,equipment,is_holiday,is_weekend,recorded_at,total_patients_last_7_days,total_patients_last_day,total_usage_last_7_days,total_usage_last_day,value
2023-04-13,CT Scanners,0,0,2023-04-13 16:43:00,911,126,85,11,11
2024-09-23,Electrosurgical Units (Cautery),0,0,2024-09-23 03:10:00,837,122,93,13,13
2023-04-05,ECG Machines,0,0,2023-04-05 06:44:00,760,115,225,34,34
2024-04-18,Sterilization Equipment (Autoclaves),0,0,2024-04-18 07:29:00,987,136,118,16,16
2023-06-29,Anesthesia Machines,0,0,2023-06-29 04:52:00,848,116,26,7,7
2024-06-26,Surgical Lights,1,0,2024-06-26 13:53:00,870,129,44,8,8
2023-07-27,Oxygen Cylinders / Central Oxygen Supply,0,0,2023-07-27 03:51:00,855,115,342,48,48
2024-08-12,"Blood Analysis Machines (CBC, Biochemistry Analyzers)",0,0,2024-08-12 13:40:00,836,115,228,35,35
2024-05-04,Electrosurgical Units (Cautery),0,1,2024-05-04 09:35:00,743,103,4,0,0
2023-06-18,MRI Machines,0,1,2023-06-18 04:44:00,892,127,60,11,11
2024-05-22,Anesthesia Machines,0,0,2024-05-22 16:38:00,777,107,52,7,7
2024-04-06,"Blood Analysis Machines (CBC, Biochemistry Analyzers)",0,1,2024-04-06 10:58:00,790,117,260,39,39
2023-02-24,Sterilization Equipment (Autoclaves),0,0,2023-02-24 13:30:00,824,113,101,15,15
2024-10-28,Anesthesia Machines,0,0,2024-10-28 16:33:00,702,98,13,2,2
2024-03-01,Crash Carts,0,0,2024-03-01 00:15:00,848,117,12,3,3
2024-06-28,CT Scanners,0,0,2024-06-28 20:14:00,810,113,101,14,14
2024-01-21,Ventilators,0,1,2024-01-21 13:21:00,826,121,90,14,14
2024-08-01,"Blood Analysis Machines (CBC, Biochemistry Analyzers)",0,0,2024-08-01 19:00:00,821,117,306,43,43
2023-09-16,Stretchers,0,1,2023-09-16 13:20:00,966,134,204,27,27
2023-12-20,Wheelchairs,0,0,2023-12-20 16:11:00,1014,141,251,39,39
2024-08-05,Suction Machines,0,0,2024-08-05 05:34:00,1004,138,216,30,30
2024-02-20,Oxygen Cylinders / Central Oxygen Supply,0,0,2024-02-20 10:14:00,863,122,358,51,51
2024-08-15,Surgical Instrument Sets,0,0,2024-08-15 17:37:00,827,119,89,15,15
2024-10-10,Surgical Instrument Sets,0,0,2024-10-10 02:22:00,965,133,67,10,10
2023-10-18,Wheelchairs,0,0,2023-10-18 09:12:00,941,137,254,38,38
2023-02-15,Surgical Instrument Sets,0,0,2023-02-15 01:37:00,782,107,101,14,14
2024-04-20,Wheelchairs,0,1,2024-04-20 03:16:00,841,116,285,39,39
2024-09-27,Operation Tables,0,0,2024-09-27 19:32:00,803,120,91,13,13
2023-04-19,Oxygen Cylinders / Central Oxygen Supply,0,0,2023-04-19 16:21:00,890,120,319,49,49
2024-02-06,Ultrasound Machines,0,0,2024-02-06 06:57:00,830,112,249,31,31
2024-08-18,Electrosurgical Units (Cautery),0,1,2024-08-18 11:20:00,839,114,56,9,9
2023-12-18,Surgical Instrument Sets,0,0,2023-12-18 04:37:00,866,124,99,13,13
2024-10-01,Electrosurgical Units (Cautery),0,0,2024-10-01 04:00:00,802,116,67,8,8
2023-05-06,Surgical Lights,0,1,2023-05-06 09:57:00,810,109,15,2,2
2023-12-03,Operation Tables,0,1,2023-12-03 17:57:00,764,111,78,12,12
2023-09-21,ECG Machines,0,0,2023-09-21 09:14:00,849,120,259,38,38
2023-01-25,X-ray Machines,1,0,2023-01-25 15:41:00,666,100,238,34,34
2023-12-23,Surgical Lights,0,1,2023-12-23 12:38:00,899,132,70,10,10
2024-01-29,Wheelchairs,0,0,2024-01-29 17:04:00,931,137,301,42,42
2023-02-09,Operation Tables,0,0,2023-02-09 15:10:00,946,131,32,5,5
2024-06-07,Sterilization Equipment (Autoclaves),0,0,2024-06-07 18:52:00,754,109,124,16,16
2023-02-01,Electrosurgical Units (Cautery),0,0,2023-02-01 08:23:00,1008,141,60,6,6
2024-05-01,X-ray Machines,0,0,2024-05-01 08:18:00,825,113,205,29,29
2023-04-09,Bedside Lockers,0,1,2023-04-09 18:33:00,861,122,470,68,68
2024-02-19,Crash Carts,0,0,2024-02-19 08:07:00,768,105,13,1,1
2024-08-14,"Patient Monitors (ECG, BP, SpO2)",0,0,2024-08-14 04:29:00,791,113,380,54,54
2024-06-12,IV Stands,0,0,2024-06-12 12:06:00,777,117,424,62,62
2023-04-02,Ventilators,0,1,2023-04-02 08:17:00,783,110,95,16,16
2024-06-16,Operation Tables,0,1,2024-06-16 01:40:00,922,132,95,13,13
2023-06-15,ECG Machines,0,0,2023-06-15 17:00:00,668,94,205,30,30
2023-12-20,Defibrillators,0,0,2023-12-20 19:56:00,804,120,49,8,8
2024-06-20,X-ray Machines,0,0,2024-06-20 08:31:00,823,122,259,37,37
2024-09-29,Infusion Pumps / Syringe Pumps,1,1,2024-09-29 13:34:00,837,117,281,40,40
2023-12-12,"Blood Analysis Machines (CBC, Biochemistry Analyzers)",0,0,2023-12-12 19:39:00,944,131,293,41,41
2024-04-03,Infusion Pumps / Syringe Pumps,0,0,2024-04-03 21:54:00,768,108,269,39,39
2024-04-26,Oxygen Cylinders / Central Oxygen Supply,0,0,2024-04-26 23:13:00,836,123,357,50,50
2023-09-27,Wheelchairs,0,0,2023-09-27 20:24:00,848,126,240,35,35
2024-12-05,CT Scanners,0,0,2024-12-05 04:30:00,942,128,39,7,7
2024-06-15,Stretchers,0,1,2024-06-15 16:05:00,928,126,216,30,30
2024-05-02,CT Scanners,0,0,2024-05-02 08:46:00,821,122,74,11,11
2023-07-17,Anesthesia Machines,0,0,2023-07-17 09:25:00,834,116,83,11,11
2024-04-28,Defibrillators,0,1,2024-04-28 20:34:00,860,129,53,7,7
2023-08-04,Infusion Pumps / Syringe Pumps,0,0,2023-08-04 05:04:00,840,118,302,42,42
2024-08-30,"Patient Monitors (ECG, BP, SpO2)",0,0,2024-08-30 06:13:00,653,91,271,41,41
2024-04-12,IV Stands,0,0,2024-04-12 16:37:00,920,129,498,71,71
2024-03-18,ECG Machines,0,0,2024-03-18 02:41:00,786,114,246,35,35
2024-05-27,Sterilization Equipment (Autoclaves),0,0,2024-05-27 06:54:00,825,113,91,13,13
2023-01-22,IV Stands,0,1,2023-01-22 02:06:00,804,108,399,57,57
2023-08-10,Defibrillators,0,0,2023-08-10 19:45:00,769,117,59,9,9
2024-05-28,Bedside Lockers,0,0,2024-05-28 10:39:00,959,131,509,73,73
2023-01-14,"Blood Analysis Machines (CBC, Biochemistry Analyzers)",0,1,2023-01-14 01:10:00,737,112,286,41,41
2024-10-20,MRI Machines,0,1,2024-10-20 23:55:00,776,107,84,10,10
2024-01-29,Anesthesia Machines,0,0,2024-01-29 02:45:00,680,98,37,7,7
2023-02-14,Electrosurgical Units (Cautery),0,0,2023-02-14 07:12:00,834,120,53,7,7
2023-06-05,Stretchers,0,0,2023-06-05 04:19:00,754,114,156,21,21
2024-11-10,Anesthesia Machines,0,1,2024-11-10 21:34:00,767,106,36,5,5
2023-10-28,Bedside Lockers,0,1,2023-10-28 18:10:00,803,117,439,62,62
2024-08-11,Oxygen Cylinders / Central Oxygen Supply,0,1,2024-08-11 00:13:00,644,97,245,36,36
2023-03-09,IV Stands,0,0,2023-03-09 08:12:00,638,97,330,47,47
2023-03-05,Stretchers,0,1,2023-03-05 00:41:00,706,103,185,25,25
2024-08-18,Oxygen Cylinders / Central Oxygen Supply,0,1,2024-08-18 03:47:00,739,112,289,43,43
2023-10-06,Defibrillators,0,0,2023-10-06 22:39:00,882,128,52,8,8
2024-12-06,Infusion Pumps / Syringe Pumps,0,0,2024-12-06 05:46:00,804,120,298,41,41
2023-09-30,Surgical Instrument Sets,0,1,2023-09-30 11:59:00,810,113,87,12,12
2023-08-02,Stretchers,0,0,2023-08-02 11:01:00,825,114,177,25,25
2024-02-17,IV Stands,1,1,2024-02-17 15:44:00,914,125,456,65,65
2024-03-24,Infusion Pumps / Syringe Pumps,0,1,2024-03-24 17:42:00,941,129,326,45,45
2023-10-11,Surgical Lights,0,0,2023-10-11 17:12:00,682,101,36,7,7
2023-02-02,Wheelchairs,0,0,2023-02-02 15:28:00,915,127,211,33,33
2024-09-27,Electrosurgical Units (Cautery),0,0,2024-09-27 09:56:00,822,112,55,9,9
2023-12-11,X-ray Machines,0,0,2023-12-11 16:01:00,684,101,235,32,32
2023-03-15,Infusion Pumps / Syringe Pumps,0,0,2023-03-15 13:59:00,706,95,185,25,25
2023-01-26,Crash Carts,0,0,2023-01-26 21:42:00,806,115,48,7,7
2023-08-29,X-ray Machines,0,0,2023-08-29 18:14:00,961,141,334,48,48
2024-10-03,"Patient Monitors (ECG, BP, SpO2)",0,0,2024-10-03 00:16:00,801,108,322,45,45
2023-12-19,Bedside Lockers,0,0,2023-12-19 11:10:00,841,125,474,67,67
2024-10-20,Sterilization Equipment (Autoclaves),1,1,2024-10-20 14:28:00,836,125,87,11,11
2023-09-02,Surgical Lights,0,1,2023-09-02 03:15:00,826,116,40,4,4
2023-06-17,Wheelchairs,0,1,2023-06-17 04:05:00,847,121,223,33,33
2024-10-08,MRI Machines,0,0,2024-10-08 22:25:00,869,123,82,12,12
2024-08-31,Oxygen Cylinders / Central Oxygen Supply,1,1,2024-08-31 01:57:00,890,120,326,47,47
2024-08-30,Stretchers,0,0,2024-08-30 08:57:00,771,114,85,14,14
2024-12-08,"Blood Analysis Machines (CBC, Biochemistry Analyzers)",0,1,2024-12-08 10:35:00,789,117,318,44,44
2024-08-10,Anesthesia Machines,0,1,2024-08-10 21:15:00,872,122,40,6,6
2023-10-22,Bedside Lockers,0,1,2023-10-22 20:26:00,962,136,518,74,74
2024-11-05,Surgical Instrument Sets,0,0,2024-11-05 04:01:00,807,116,72,9,9
2023-03-14,Crash Carts,0,0,2023-03-14 23:51:00,885,126,7,0,0
2023-09-02,Bedside Lockers,0,1,2023-09-02 10:23:00,762,116,453,65,65
2023-11-10,Surgical Instrument Sets,0,0,2023-11-10 01:13:00,830,117,85,13,13
2023-11-13,ECG Machines,0,0,2023-11-13 19:09:00,719,108,220,32,32
2023-09-17,Suction Machines,0,1,2023-09-17 19:00:00,772,114,128,20,20
2024-12-26,Anesthesia Machines,0,0,2024-12-26 16:20:00,917,126,46,8,8
2024-06-20,MRI Machines,0,0,2024-06-20 17:41:00,888,120,61,9,9
2023-10-21,Surgical Lights,0,1,2023-10-21 14:05:00,1000,147,54,10,10
2023-04-11,X-ray Machines,0,0,2023-04-11 08:36:00,797,108,184,27,27
2024-02-21,Electrosurgical Units (Cautery),0,0,2024-02-21 02:51:00,786,113,48,9,9
2023-08-11,Electrosurgical Units (Cautery),0,0,2023-08-11 18:26:00,733,106,57,7,7
2024-02-21,CT Scanners,0,0,2024-02-21 22:21:00,844,127,75,14,14
2024-06-20,IV Stands,0,0,2024-06-20 05:13:00,872,125,477,67,67
2024-05-02,CT Scanners,0,0,2024-05-02 18:33:00,981,133,54,9,9
2024-01-07,Operation Tables,0,1,2024-01-07 17:00:00,944,134,68,9,9
2023-07-19,Infusion Pumps / Syringe Pumps,0,0,2023-07-19 18:38:00,880,125,324,47,47
2024-06-11,Sterilization Equipment (Autoclaves),0,0,2024-06-11 06:20:00,799,114,90,12,12
2024-11-24,Infusion Pumps / Syringe Pumps,0,1,2024-11-24 08:48:00,921,125,278,39,39
2023-04-26,Ventilators,0,0,2023-04-26 08:18:00,678,101,113,16,16
2024-07-29,Bedside Lockers,0,0,2024-07-29 01:13:00,914,128,510,71,71
2024-11-19,IV Stands,0,0,2024-11-19 13:49:00,737,108,374,53,53
2024-03-08,ECG Machines,0,0,2024-03-08 20:17:00,785,105,204,29,29
2023-01-31,Anesthesia Machines,0,0,2023-01-31 17:02:00,854,122,75,11,11
2023-01-23,Surgical Lights,0,0,2023-01-23 06:59:00,771,114,59,10,10
2024-07-07,Ventilators,0,1,2024-07-07 13:23:00,808,115,135,19,19
2024-01-31,Crash Carts,0,0,2024-01-31 11:17:00,838,126,0,0,0
2023-01-18,Defibrillators,0,0,2023-01-18 18:51:00,714,105,59,11,11
2024-03-16,Infusion Pumps / Syringe Pumps,0,1,2024-03-16 13:01:00,845,117,295,41,41
2023-05-19,ECG Machines,0,0,2023-05-19 22:28:00,877,125,232,33,33
2024-12-27,Surgical Lights,0,0,2024-12-27 13:07:00,877,122,54,8,8
2023-12-23,Crash Carts,0,1,2023-12-23 04:42:00,793,117,55,7,7
2024-07-29,Infusion Pumps / Syringe Pumps,0,0,2024-07-29 20:39:00,879,128,301,44,44
2023-12-15,MRI Machines,0,0,2023-12-15 07:19:00,925,135,104,16,16
2023-11-29,Surgical Instrument Sets,0,0,2023-11-29 05:28:00,885,121,42,8,8
2023-01-27,Defibrillators,0,0,2023-01-27 12:45:00,868,130,61,9,9
2024-09-30,Electrosurgical Units (Cautery),0,0,2024-09-30 18:31:00,677,101,40,6,6
2024-03-10,Infusion Pumps / Syringe Pumps,1,1,2024-03-10 14:55:00,832,113,311,45,45
2023-06-22,MRI Machines,0,0,2023-06-22 15:08:00,841,113,113,14,14
2024-12-01,"Blood Analysis Machines (CBC, Biochemistry Analyzers)",0,1,2024-12-01 02:49:00,996,137,304,41,41
2023-02-06,Anesthesia Machines,0,0,2023-02-06 13:47:00,813,116,53,4,4
2024-03-20,Crash Carts,0,0,2024-03-20 08:01:00,846,120,7,1,1
2023-06-26,Surgical Lights,0,0,2023-06-26 09:33:00,673,101,43,4,4
2023-01-23,Surgical Lights,0,0,2023-01-23 04:33:00,773,109,78,13,13
2023-09-01,Operation Tables,0,0,2023-09-01 04:54:00,749,104,79,12,12
2023-01-30,Stretchers,0,0,2023-01-30 12:59:00,840,119,167,23,23
2023-04-06,CT Scanners,0,0,2023-04-06 09:29:00,796,113,86,13,13
2023-08-27,Anesthesia Machines,0,1,2023-08-27 04:50:00,806,114,54,8,8
2023-07-28,X-ray Machines,0,0,2023-07-28 17:46:00,1020,143,318,44,44
2024-04-28,Surgical Lights,0,1,2024-04-28 23:37:00,780,116,64,10,10
2023-08-13,ECG Machines,0,1,2023-08-13 10:39:00,769,113,166,25,25
2023-12-27,Sterilization Equipment (Autoclaves),0,0,2023-12-27 13:03:00,935,132,107,15,15
2023-02-22,Sterilization Equipment (Autoclaves),0,0,2023-02-22 13:24:00,797,116,88,11,11
2024-04-03,Suction Machines,0,0,2024-04-03 10:17:00,760,106,156,21,21
2023-01-10,MRI Machines,0,0,2023-01-10 20:27:00,857,124,103,13,13
2023-06-19,Operation Tables,0,0,2023-06-19 18:30:00,822,123,47,10,10
2024-01-05,"Patient Monitors (ECG, BP, SpO2)",0,0,2024-01-05 08:09:00,920,128,410,59,59
2024-10-14,Ultrasound Machines,0,0,2024-10-14 14:02:00,852,125,213,29,29
2023-04-17,X-ray Machines,0,0,2023-04-17 12:53:00,869,119,252,38,38
2024-03-24,Infusion Pumps / Syringe Pumps,0,1,2024-03-24 17:51:00,974,139,344,48,48
2023-10-15,Operation Tables,0,1,2023-10-15 13:47:00,1019,140,94,14,14
2024-06-27,X-ray Machines,0,0,2024-06-27 02:45:00,790,120,253,36,36
2024-03-25,Defibrillators,0,0,2024-03-25 03:55:00,780,106,50,6,6
2023-11-17,Suction Machines,0,0,2023-11-17 08:25:00,911,131,199,29,29
2023-07-27,X-ray Machines,0,0,2023-07-27 00:28:00,842,123,282,41,41
2024-03-19,Crash Carts,0,0,2024-03-19 04:41:00,848,114,0,0,0
2024-01-13,Oxygen Cylinders / Central Oxygen Supply,0,1,2024-01-13 10:46:00,945,141,386,58,58
2024-10-16,Bedside Lockers,0,0,2024-10-16 11:19:00,854,116,425,61,61
2024-02-01,X-ray Machines,0,0,2024-02-01 12:26:00,732,104,225,32,32
2024-06-26,Wheelchairs,0,0,2024-06-26 01:34:00,1037,141,278,41,41
2023-03-27,Suction Machines,0,0,2023-03-27 19:16:00,808,119,135,19,19
2024-12-26,Defibrillators,0,0,2024-12-26 05:56:00,693,106,42,6,6
2023-11-16,ECG Machines,0,0,2023-11-16 10:22:00,777,110,221,32,32
2024-01-24,Defibrillators,0,0,2024-01-24 14:19:00,920,128,76,10,10
2024-01-09,Ventilators,0,0,2024-01-09 04:42:00,911,123,93,13,13
2024-09-17,Ultrasound Machines,0,0,2024-09-17 02:33:00,890,134,252,36,36
2023-02-22,Operation Tables,0,0,2023-02-22 23:24:00,773,116,58,10,10
2024-11-08,Operation Tables,0,0,2024-11-08 15:13:00,650,99,45,6,6
2024-06-23,ECG Machines,0,1,2024-06-23 10:49:00,715,108,232,33,33
2024-03-16,"Blood Analysis Machines (CBC, Biochemistry Analyzers)",0,1,2024-03-16 08:05:00,927,135,312,46,46
2024-01-25,Sterilization Equipment (Autoclaves),0,0,2024-01-25 13:33:00,997,138,102,16,16
2023-09-17,CT Scanners,0,1,2023-09-17 23:31:00,851,127,92,13,13
2024-06-13,"Patient Monitors (ECG, BP, SpO2)",0,0,2024-06-13 15:42:00,693,106,357,52,52
2024-02-23,Bedside Lockers,0,0,2024-02-23 07:41:00,881,128,460,67,67
2023-10-06,Wheelchairs,0,0,2023-10-06 01:26:00,828,122,277,41,41
2023-12-28,Surgical Lights,0,0,2023-12-28 13:26:00,860,129,81,11,11
2024-05-08,Ultrasound Machines,0,0,2024-05-08 06:02:00,730,106,162,24,24
2024-06-27,Defibrillators,0,0,2024-06-27 23:49:00,932,133,56,8,8
2023-12-25,Infusion Pumps / Syringe Pumps,0,0,2023-12-25 18:35:00,742,108,231,33,33
2024-02-26,Infusion Pumps / Syringe Pumps,0,0,2024-02-26 12:53:00,897,124,264,40,40
2023-10-20,"Blood Analysis Machines (CBC, Biochemistry Analyzers)",0,0,2023-10-20 08:44:00,890,125,337,47,47
2024-05-29,Sterilization Equipment (Autoclaves),0,0,2024-05-29 17:11:00,728,106,96,13,13
2023-04-14,Stretchers,0,0,2023-04-14 17:10:00,872,127,206,29,29
2023-05-01,Operation Tables,1,0,2023-05-01 06:39:00,820,116,62,10,10
2024-03-14,CT Scanners,0,0,2024-03-14 06:27:00,694,103,106,12,12
2024-05-17,Defibrillators,1,0,2024-05-17 14:48:00,832,124,34,6,6
2023-07-15,Ultrasound Machines,0,1,2023-07-15 08:26:00,821,124,222,31,31
2023-03-18,Surgical Lights,0,1,2023-03-18 02:26:00,835,113,62,9,9
2023-06-19,Ultrasound Machines,0,0,2023-06-19 09:06:00,816,119,182,27,27
2023-01-03,Electrosurgical Units (Cautery),0,0,2023-01-03 21:34:00,917,128,47,8,8
2024-09-14,Infusion Pumps / Syringe Pumps,0,1,2024-09-14 05:12:00,861,124,273,41,41
2024-12-06,IV Stands,1,0,2024-12-06 07:54:00,944,130,477,66,66
2024-10-31,Operation Tables,0,0,2024-10-31 20:21:00,858,116,52,11,11
2024-12-14,Stretchers,0,1,2024-12-14 21:14:00,794,118,156,21,21
2024-08-05,Surgical Lights,0,0,2024-08-05 22:42:00,887,131,32,5,5
2024-12-17,Wheelchairs,0,0,2024-12-17 08:27:00,901,135,239,34,34
2024-06-26,Surgical Instrument Sets,0,0,2024-06-26 00:42:00,1004,140,44,7,7
2024-09-23,ECG Machines,0,0,2024-09-23 09:04:00,845,122,238,32,32
2024-09-01,Surgical Lights,0,1,2024-09-01 15:04:00,863,124,76,10,10
2024-04-16,Electrosurgical Units (Cautery),0,0,2024-04-16 23:43:00,887,128,51,7,7
2024-07-10,"Patient Monitors (ECG, BP, SpO2)",0,0,2024-07-10 06:07:00,842,118,439,60,60
2024-05-07,"Blood Analysis Machines (CBC, Biochemistry Analyzers)",0,0,2024-05-07 14:42:00,1009,142,329,47,47
2024-04-09,Electrosurgical Units (Cautery),0,0,2024-04-09 05:37:00,711,102,40,4,4
2023-06-30,Sterilization Equipment (Autoclaves),0,0,2023-06-30 05:41:00,959,140,103,17,17
2023-07-05,Bedside Lockers,0,0,2023-07-05 03:03:00,831,125,442,66,66
2024-05-01,"Patient Monitors (ECG, BP, SpO2)",0,0,2024-05-01 10:18:00,1004,142,480,67,67
2023-12-12,Infusion Pumps / Syringe Pumps,0,0,2023-12-12 17:32:00,703,96,271,38,38
2023-03-15,"Blood Analysis Machines (CBC, Biochemistry Analyzers)",0,0,2023-03-15 22:37:00,769,112,271,39,39
2023-12-10,Anesthesia Machines,0,1,2023-12-10 15:49:00,950,131,106,12,12
2023-02-15,ECG Machines,1,0,2023-02-15 00:23:00,689,102,196,28,28
2023-02-18,Defibrillators,0,1,2023-02-18 12:54:00,786,116,4,3,3
2024-10-11,Bedside Lockers,0,0,2024-10-11 21:50:00,650,93,387,54,54
2023-05-25,IV Stands,0,0,2023-05-25 02:00:00,891,127,466,68,68
2023-11-26,ECG Machines,0,1,2023-11-26 09:44:00,790,113,199,29,29
2024-01-11,MRI Machines,0,0,2024-01-11 17:57:00,977,134,75,12,12
2024-08-02,Ventilators,0,0,2024-08-02 00:01:00,834,120,97,14,14
2023-04-10,Oxygen Cylinders / Central Oxygen Supply,0,0,2023-04-10 06:33:00,865,127,373,52,52
2023-02-20,Electrosurgical Units (Cautery),0,0,2023-02-20 00:32:00,851,117,56,9,9
2024-06-08,Stretchers,0,1,2024-06-08 17:21:00,743,110,158,22,22
2024-03-26,Defibrillators,0,0,2024-03-26 00:19:00,815,119,34,5,5
2024-08-03,Crash Carts,0,1,2024-08-03 10:01:00,898,123,0,1,1
2023-05-07,Sterilization Equipment (Autoclaves),0,1,2023-05-07 10:32:00,937,133,66,10,10
2024-10-16,Stretchers,0,0,2024-10-16 12:24:00,900,130,194,28,28
2023-07-08,Stretchers,0,1,2023-07-08 19:35:00,927,138,195,27,27
2023-05-28,Stretchers,0,1,2023-05-28 01:18:00,637,98,111,18,18
2023-07-16,Defibrillators,0,1,2023-07-16 22:35:00,808,119,58,8,8
2023-04-22,Crash Carts,0,1,2023-04-22 18:36:00,926,132,0,0,0
2024-01-21,ECG Machines,0,1,2024-01-21 09:00:00,906,130,271,38,38
2023-07-06,Stretchers,0,0,2023-07-06 01:41:00,751,111,156,22,22
2024-11-30,Infusion Pumps / Syringe Pumps,0,1,2024-11-30 16:53:00,931,134,289,41,41
2023-05-21,Ultrasound Machines,1,1,2023-05-21 23:18:00,663,101,165,24,24
2024-08-27,ECG Machines,0,0,2024-08-27 14:23:00,930,130,196,29,29
2023-07-04,"Blood Analysis Machines (CBC, Biochemistry Analyzers)",1,0,2023-07-04 00:33:00,855,127,291,43,43
2024-04-22,Crash Carts,0,0,2024-04-22 13:30:00,882,119,0,0,0
2024-07-29,IV Stands,0,0,2024-07-29 07:17:00,881,125,407,59,59
2024-09-15,Surgical Instrument Sets,0,1,2024-09-15 22:07:00,836,119,82,13,13
2024-07-01,Ventilators,0,0,2024-07-01 22:32:00,864,122,119,17,17
2024-12-17,CT Scanners,0,0,2024-12-17 08:34:00,801,117,86,13,13
2024-06-12,Stretchers,0,0,2024-06-12 23:27:00,820,124,165,23,23
2023-06-23,X-ray Machines,0,0,2023-06-23 20:23:00,661,99,169,27,27
2023-07-10,Surgical Lights,0,0,2023-07-10 21:53:00,856,122,48,5,5
2024-09-13,IV Stands,0,0,2024-09-13 09:07:00,827,115,421,59,59
2024-02-09,Wheelchairs,0,0,2024-02-09 11:30:00,982,136,306,42,42
2024-03-09,ECG Machines,0,1,2024-03-09 03:35:00,855,115,170,26,26
2024-10-21,Operation Tables,0,0,2024-10-21 23:25:00,846,116,85,12,12
2024-03-19,CT Scanners,0,0,2024-03-19 17:02:00,719,106,100,14,14
2024-08-25,Bedside Lockers,0,1,2024-08-25 15:05:00,803,114,460,65,65
2024-03-22,"Blood Analysis Machines (CBC, Biochemistry Analyzers)",0,0,2024-03-22 21:14:00,964,136,318,46,46
2024-07-18,Electrosurgical Units (Cautery),0,0,2024-07-18 19:07:00,844,117,45,7,7
2023-11-02,IV Stands,0,0,2023-11-02 21:43:00,901,122,385,57,57
2023-10-31,Infusion Pumps / Syringe Pumps,0,0,2023-10-31 22:38:00,854,123,292,42,42
2023-03-22,Suction Machines,0,0,2023-03-22 05:28:00,889,120,165,22,22
2024-11-27,X-ray Machines,0,0,2024-11-27 06:48:00,806,113,238,31,31
2023-09-06,Electrosurgical Units (Cautery),0,0,2023-09-06 08:25:00,1038,144,108,12,12
2023-03-15,Operation Tables,0,0,2023-03-15 10:02:00,728,104,119,16,16
2023-08-28,IV Stands,0,0,2023-08-28 02:14:00,819,115,400,59,59
2023-04-25,Operation Tables,0,0,2023-04-25 05:42:00,742,109,25,5,5
2024-06-14,Defibrillators,0,0,2024-06-14 04:03:00,793,114,61,7,7
2023-03-11,"Blood Analysis Machines (CBC, Biochemistry Analyzers)",0,1,2023-03-11 23:19:00,727,103,235,32,32
2023-03-24,Sterilization Equipment (Autoclaves),0,0,2023-03-24 08:28:00,943,131,126,18,18
2023-06-09,Oxygen Cylinders / Central Oxygen Supply,0,0,2023-06-09 01:35:00,815,116,346,48,48
2023-12-22,IV Stands,0,0,2023-12-22 11:43:00,925,128,454,66,66
2024-01-13,Sterilization Equipment (Autoclaves),0,1,2024-01-13 10:52:00,825,123,120,14,14
2024-06-12,Sterilization Equipment (Autoclaves),0,0,2024-06-12 12:45:00,924,126,90,13,13
2023-07-07,Suction Machines,0,0,2023-07-07 19:10:00,911,129,201,29,29
2024-07-12,Electrosurgical Units (Cautery),0,0,2024-07-12 20:12:00,776,117,69,9,9
2024-07-12,Surgical Lights,0,0,2024-07-12 20:27:00,772,105,88,12,12
2023-05-24,Operation Tables,0,0,2023-05-24 00:37:00,1029,147,69,10,10
2023-06-19,Wheelchairs,0,0,2023-06-19 07:56:00,854,120,228,32,32
2023-09-18,ECG Machines,0,0,2023-09-18 22:34:00,1038,143,244,38,38
2023-02-26,Electrosurgical Units (Cautery),0,1,2023-02-26 13:49:00,785,115,39,7,7
2023-05-06,Suction Machines,0,1,2023-05-06 05:15:00,768,109,155,22,22
2023-12-11,MRI Machines,0,0,2023-12-11 15:44:00,781,116,113,15,15
2024-02-05,Infusion Pumps / Syringe Pumps,0,0,2024-02-05 15:24:00,806,115,259,37,37
2024-07-08,MRI Machines,0,0,2024-07-08 22:18:00,858,120,113,14,14
2024-02-19,Anesthesia Machines,0,0,2024-02-19 10:07:00,711,106,33,4,4
2023-10-28,Surgical Instrument Sets,0,1,2023-10-28 06:41:00,748,108,67,11,11
2023-10-11,Sterilization Equipment (Autoclaves),0,0,2023-10-11 15:27:00,926,130,68,11,11
2023-03-10,Surgical Instrument Sets,0,0,2023-03-10 18:42:00,743,103,59,9,9
2023-09-04,"Patient Monitors (ECG, BP, SpO2)",0,0,2023-09-04 18:58:00,870,131,410,59,59
2024-06-14,X-ray Machines,0,0,2024-06-14 10:06:00,807,119,241,37,37
2023-11-02,ECG Machines,0,0,2023-11-02 11:12:00,842,118,209,33,33
2024-11-11,Ultrasound Machines,0,0,2024-11-11 15:30:00,660,96,140,21,21
2024-05-19,Ventilators,0,1,2024-05-19 02:12:00,1008,142,153,22,22
2024-10-27,Surgical Instrument Sets,0,1,2024-10-27 09:51:00,793,112,71,11,11
2024-08-14,Electrosurgical Units (Cautery),0,0,2024-08-14 12:28:00,946,128,52,6,6
2023-07-31,Infusion Pumps / Syringe Pumps,0,0,2023-07-31 16:20:00,866,118,298,42,42
2024-01-21,Ventilators,0,1,2024-01-21 11:52:00,870,128,163,23,23
2024-05-01,ECG Machines,0,0,2024-05-01 23:54:00,878,132,291,40,40
2023-05-08,Ultrasound Machines,0,0,2023-05-08 00:54:00,945,130,233,33,33
2024-08-05,Anesthesia Machines,0,0,2024-08-05 17:08:00,818,118,38,6,6
2024-09-16,Suction Machines,0,0,2024-09-16 23:46:00,965,134,171,26,26
