date,equipment,is_holiday,is_weekend,recorded_at,total_patients_last_7_days,total_patients_last_day,total_usage_last_7_days,total_usage_last_day,value
2024-02-07,Ventilators,False,False,2026-04-17 08:55:29,1151,185,165,31,95
2024-04-02,CT Scanners,False,False,2026-04-17 08:55:29,1297,208,175,31,95
2024-02-25,Electrosurgical Units (Cautery),False,True,2026-04-17 08:55:29,1169,153,49,9,27
2024-05-27,Defibrillators,False,False,2026-04-17 08:55:29,1593,216,181,35,101
2024-03-07,Electrosurgical Units (Cautery),False,False,2026-04-17 08:55:29,700,116,171,28,88
2024-11-16,Stretchers,False,True,2026-04-17 08:55:29,786,121,64,9,26
2024-10-25,Electrosurgical Units (Cautery),False,False,2026-04-17 08:55:29,978,132,68,13,39
2024-07-03,IV Stands,False,False,2026-04-17 08:55:29,718,102,125,20,57
2024-03-30,Ventilators,False,True,2026-04-17 08:55:29,564,84,123,16,50
2024-11-22,Wheelchairs,False,False,2026-04-17 08:55:29,948,142,111,19,58
2024-01-30,Stretchers,False,False,2026-04-17 08:55:29,1024,140,132,19,56
2024-06-10,Stretchers,False,False,2026-04-17 08:55:29,1164,184,214,29,86
2024-07-21,X-ray Machines,False,True,2026-04-17 08:55:29,1537,199,165,27,82
2024-07-12,Wheelchairs,False,False,2026-04-17 08:55:29,937,127,128,24,70
2024-05-04,Ventilators,False,True,2026-04-17 08:55:29,1104,175,144,24,72
2024-03-18,CT Scanners,False,False,2026-04-17 08:55:29,1450,196,277,46,139
2024-06-08,Electrosurgical Units (Cautery),False,True,2026-04-17 08:55:29,1195,182,252,38,119
2024-12-12,Crash Carts,False,False,2026-04-17 08:55:29,841,115,89,17,46
2024-12-27,CT Scanners,False,False,2026-04-17 08:55:29,1229,178,300,39,117
2024-11-27,Ventilators,False,False,2026-04-17 08:55:29,692,100,75,12,40
2024-11-17,X-ray Machines,False,True,2026-04-17 08:55:29,903,144,41,7,21
2024-11-08,Surgical Instrument Sets,False,False,2026-04-17 08:55:29,926,144,189,26,74
2024-07-22,Stretchers,False,False,2026-04-17 08:55:29,1262,198,175,32,93
2024-05-29,X-ray Machines,False,False,2026-04-17 08:55:29,992,157,107,15,45
2024-09-26,Stretchers,False,False,2026-04-17 08:55:29,1216,160,61,11,34
2024-09-28,Crash Carts,False,True,2026-04-17 08:55:29,1241,182,227,37,111
2024-12-05,X-ray Machines,False,False,2026-04-17 08:55:29,882,147,143,23,70
2024-03-04,Surgical Instrument Sets,False,False,2026-04-17 08:55:29,1223,183,238,35,105
2024-08-12,Electrosurgical Units (Cautery),False,False,2026-04-17 08:55:29,1359,213,243,36,103
2024-08-23,Surgical Instrument Sets,False,False,2026-04-17 08:55:29,630,93,124,20,65
2024-11-30,CT Scanners,False,True,2026-04-17 08:55:29,888,136,36,7,26
2024-02-23,Defibrillators,True,False,2026-04-17 08:55:29,722,94,119,19,53
2024-08-06,Stretchers,False,False,2026-04-17 08:55:29,983,132,161,29,89
2024-07-07,Defibrillators,False,True,2026-04-17 08:55:29,1322,208,291,50,147
2024-03-05,Wheelchairs,False,False,2026-04-17 08:55:29,904,126,165,22,60
2024-12-10,Surgical Instrument Sets,False,False,2026-04-17 08:55:29,614,102,125,22,68
2024-11-28,X-ray Machines,False,False,2026-04-17 08:55:29,1517,211,176,26,79
2024-04-24,Stretchers,False,False,2026-04-17 08:55:29,1259,172,122,23,68
2024-03-09,X-ray Machines,False,True,2026-04-17 08:55:29,1129,160,162,30,91
2024-07-09,Wheelchairs,False,False,2026-04-17 08:55:29,1496,207,185,24,68
2024-11-07,Defibrillators,False,False,2026-04-17 08:55:29,793,107,32,5,16
2024-10-16,CT Scanners,False,False,2026-04-17 08:55:29,1323,187,111,19,53
2024-10-20,X-ray Machines,False,True,2026-04-17 08:55:29,1410,210,200,38,112
2024-10-12,Crash Carts,False,True,2026-04-17 08:55:29,1608,214,87,14,40
2024-10-12,CT Scanners,True,True,2026-04-17 08:55:29,584,80,88,12,31
2024-09-11,X-ray Machines,False,False,2026-04-17 08:55:29,1455,200,99,16,52
2024-05-13,X-ray Machines,False,False,2026-04-17 08:55:29,923,134,214,30,91
2024-08-17,Defibrillators,False,True,2026-04-17 08:55:29,660,103,78,11,31
2024-12-17,Stretchers,False,False,2026-04-17 08:55:29,1574,216,139,21,58
2024-05-28,X-ray Machines,False,False,2026-04-17 08:55:29,1077,141,116,16,47
2024-11-11,CT Scanners,False,False,2026-04-17 08:55:29,650,85,111,17,51
2024-10-30,X-ray Machines,False,False,2026-04-17 08:55:29,581,84,77,11,30
2024-08-22,Wheelchairs,False,False,2026-04-17 08:55:29,778,102,102,20,57
2024-05-04,Wheelchairs,False,True,2026-04-17 08:55:29,1153,188,248,34,102
2024-11-29,CT Scanners,False,False,2026-04-17 08:55:29,951,148,183,26,75
2024-05-25,Stretchers,False,True,2026-04-17 08:55:29,835,122,107,17,48
2024-11-18,Defibrillators,False,False,2026-04-17 08:55:29,1364,209,123,17,49
2024-05-25,Stretchers,False,True,2026-04-17 08:55:29,1223,165,170,26,77
2024-11-20,Wheelchairs,False,False,2026-04-17 08:55:29,621,84,26,4,12
2024-08-08,Stretchers,False,False,2026-04-17 08:55:29,491,80,52,7,24
2024-12-17,IV Stands,False,False,2026-04-17 08:55:29,1549,197,188,33,99
2024-03-24,CT Scanners,False,True,2026-04-17 08:55:29,1204,198,112,21,58
2024-09-18,Defibrillators,False,False,2026-04-17 08:55:29,1067,146,78,10,31
2024-11-10,Crash Carts,False,True,2026-04-17 08:55:29,728,104,121,18,50
2024-11-21,Surgical Instrument Sets,False,False,2026-04-17 08:55:29,1158,175,159,25,72
2024-08-05,Wheelchairs,False,False,2026-04-17 08:55:29,679,101,99,17,51
2024-05-10,IV Stands,False,False,2026-04-17 08:55:29,1003,161,117,18,52
2024-08-07,Crash Carts,False,False,2026-04-17 08:55:29,1313,192,240,43,120
2024-09-01,X-ray Machines,False,True,2026-04-17 08:55:29,919,124,57,9,26
2024-01-13,Surgical Instrument Sets,False,True,2026-04-17 08:55:29,836,138,214,31,92
2024-01-14,X-ray Machines,False,True,2026-04-17 08:55:29,1002,153,288,37,111
2024-07-12,Ventilators,False,False,2026-04-17 08:55:29,1275,187,169,23,72
2024-12-11,Wheelchairs,False,False,2026-04-17 08:55:29,1148,146,153,28,84
2024-07-13,IV Stands,False,True,2026-04-17 08:55:29,1178,178,207,34,104
2024-06-04,X-ray Machines,False,False,2026-04-17 08:55:29,1655,208,280,36,109
2024-10-19,Crash Carts,False,True,2026-04-17 08:55:29,1002,136,144,28,80
2024-07-04,Crash Carts,False,False,2026-04-17 08:55:29,858,121,127,18,50
2024-12-06,X-ray Machines,False,False,2026-04-17 08:55:29,662,83,148,20,61
2024-05-24,Electrosurgical Units (Cautery),False,False,2026-04-17 08:55:29,1062,139,255,34,103
2024-01-14,Surgical Instrument Sets,False,True,2026-04-17 08:55:29,764,113,78,15,41
2024-10-28,Stretchers,False,False,2026-04-17 08:55:29,715,111,75,12,38
2024-11-16,Electrosurgical Units (Cautery),False,True,2026-04-17 08:55:29,693,103,34,6,16
2024-09-13,Ventilators,False,False,2026-04-17 08:55:29,571,82,130,19,54
2024-01-08,X-ray Machines,False,False,2026-04-17 08:55:29,1113,181,264,37,114
2024-11-10,Ventilators,False,True,2026-04-17 08:55:29,1015,152,168,29,85
2024-05-02,Surgical Instrument Sets,False,False,2026-04-17 08:55:29,722,94,110,15,44
2024-10-20,Electrosurgical Units (Cautery),False,True,2026-04-17 08:55:29,715,104,41,6,16
2024-03-27,Crash Carts,False,False,2026-04-17 08:55:29,1222,168,60,8,25
2024-06-10,Defibrillators,False,False,2026-04-17 08:55:29,654,107,186,24,69
2024-08-12,IV Stands,False,False,2026-04-17 08:55:29,705,89,85,11,24
2024-01-27,Surgical Instrument Sets,False,True,2026-04-17 08:55:29,1333,189,276,41,125
2024-04-28,X-ray Machines,False,True,2026-04-17 08:55:29,1387,198,182,35,107
2024-08-06,Wheelchairs,False,False,2026-04-17 08:55:29,1167,154,243,36,107
2024-01-08,Surgical Instrument Sets,False,False,2026-04-17 08:55:29,876,140,157,23,68
2024-05-11,Electrosurgical Units (Cautery),False,True,2026-04-17 08:55:29,1240,206,228,45,141
2024-12-18,Surgical Instrument Sets,False,False,2026-04-17 08:55:29,1521,207,259,34,103
2024-01-16,Stretchers,False,False,2026-04-17 08:55:29,1211,161,196,25,74
2024-06-27,CT Scanners,False,False,2026-04-17 08:55:29,1212,182,97,18,52
2024-12-22,Surgical Instrument Sets,False,True,2026-04-17 08:55:29,1074,152,64,10,32
2024-09-29,Defibrillators,False,True,2026-04-17 08:55:29,1251,158,194,38,118
2024-06-24,Wheelchairs,False,False,2026-04-17 08:55:29,733,112,109,16,46
2024-05-31,IV Stands,True,False,2026-04-17 08:55:29,1197,193,118,23,67
2024-01-02,CT Scanners,False,False,2026-04-17 08:55:29,1468,191,208,29,91
2024-11-20,Wheelchairs,False,False,2026-04-17 08:55:29,1234,180,234,43,126
2024-08-24,Defibrillators,False,True,2026-04-17 08:55:29,906,114,124,19,57
2024-11-07,Crash Carts,False,False,2026-04-17 08:55:29,917,143,107,18,52
2024-03-27,Electrosurgical Units (Cautery),False,False,2026-04-17 08:55:29,935,142,67,10,25
2024-10-07,Defibrillators,False,False,2026-04-17 08:55:29,737,114,191,24,67
2024-03-01,CT Scanners,False,False,2026-04-17 08:55:29,1252,159,245,38,115
2024-09-08,Defibrillators,False,True,2026-04-17 08:55:29,1290,197,100,17,51
2024-10-05,Wheelchairs,False,True,2026-04-17 08:55:29,994,154,94,15,42
2024-01-07,Defibrillators,False,True,2026-04-17 08:55:29,1294,197,105,20,57
2024-09-16,Stretchers,False,False,2026-04-17 08:55:29,1289,176,103,14,41
2024-06-12,Surgical Instrument Sets,False,False,2026-04-17 08:55:29,901,124,168,29,87
2024-02-05,Surgical Instrument Sets,False,False,2026-04-17 08:55:29,1498,199,215,43,134
2024-10-17,Ventilators,False,False,2026-04-17 08:55:29,821,134,83,11,27
2024-01-24,Surgical Instrument Sets,False,False,2026-04-17 08:55:29,644,102,44,6,23
2024-04-15,Stretchers,False,False,2026-04-17 08:55:29,756,101,69,11,34
2024-01-26,Crash Carts,False,False,2026-04-17 08:55:29,1207,194,138,21,62
2024-12-03,X-ray Machines,False,False,2026-04-17 08:55:29,1321,208,348,46,138
2024-01-25,Electrosurgical Units (Cautery),False,False,2026-04-17 08:55:29,588,96,49,8,26
2024-11-04,IV Stands,False,False,2026-04-17 08:55:29,1130,179,70,9,25
2024-09-23,Electrosurgical Units (Cautery),False,False,2026-04-17 08:55:29,1332,179,90,17,55
2024-02-12,X-ray Machines,False,False,2026-04-17 08:55:29,711,97,130,22,61
2024-08-31,Defibrillators,False,True,2026-04-17 08:55:29,1100,159,178,24,75
2024-09-20,Surgical Instrument Sets,False,False,2026-04-17 08:55:29,1373,217,356,50,146
2024-03-01,Wheelchairs,False,False,2026-04-17 08:55:29,823,115,35,6,20
2024-04-18,Stretchers,False,False,2026-04-17 08:55:29,818,121,57,9,24
2024-12-31,Defibrillators,False,False,2026-04-17 08:55:29,755,118,185,25,78
2024-01-13,Crash Carts,False,True,2026-04-17 08:55:29,756,104,87,13,38
2024-08-20,Surgical Instrument Sets,False,False,2026-04-17 08:55:29,870,129,131,20,63
2024-11-05,Electrosurgical Units (Cautery),False,False,2026-04-17 08:55:29,712,115,131,17,52
2024-11-03,Electrosurgical Units (Cautery),False,True,2026-04-17 08:55:29,1279,174,135,18,54
2024-01-20,Wheelchairs,True,True,2026-04-17 08:55:29,1240,169,57,9,27
2024-06-03,Electrosurgical Units (Cautery),False,False,2026-04-17 08:55:29,718,99,141,20,63
2024-04-03,Crash Carts,False,False,2026-04-17 08:55:29,1536,218,262,47,142
2024-04-09,Crash Carts,False,False,2026-04-17 08:55:29,1039,167,180,29,87
2024-04-01,IV Stands,False,False,2026-04-17 08:55:29,615,95,82,14,43
2024-01-01,Surgical Instrument Sets,False,False,2026-04-17 08:55:29,1557,218,270,42,127
2024-01-09,Ventilators,False,False,2026-04-17 08:55:29,793,100,62,11,34
2024-12-23,Surgical Instrument Sets,False,False,2026-04-17 08:55:29,896,116,43,6,27
2024-05-24,Stretchers,False,False,2026-04-17 08:55:29,1077,142,170,24,71
2024-06-03,Ventilators,False,False,2026-04-17 08:55:29,1091,170,137,22,62
2024-08-12,Ventilators,False,False,2026-04-17 08:55:29,748,106,149,19,58
2024-01-29,Crash Carts,False,False,2026-04-17 08:55:29,1173,153,87,13,37
2024-10-30,Surgical Instrument Sets,False,False,2026-04-17 08:55:29,1062,154,108,14,39
2024-06-01,Ventilators,False,True,2026-04-17 08:55:29,1367,213,374,53,161
2024-08-18,Defibrillators,False,True,2026-04-17 08:55:29,1393,205,165,23,63
2024-02-07,Crash Carts,False,False,2026-04-17 08:55:29,1041,149,94,17,50
2024-07-30,Crash Carts,False,False,2026-04-17 08:55:29,723,107,120,19,52
2024-01-18,Electrosurgical Units (Cautery),False,False,2026-04-17 08:55:29,1055,158,237,38,112
2024-05-26,Crash Carts,False,True,2026-04-17 08:55:29,722,102,33,6,12
2024-10-25,Defibrillators,False,False,2026-04-17 08:55:29,696,106,39,7,22
2024-05-29,CT Scanners,False,False,2026-04-17 08:55:29,808,130,78,15,44
2024-11-26,Defibrillators,False,False,2026-04-17 08:55:29,1074,148,85,13,37
2024-02-22,Surgical Instrument Sets,False,False,2026-04-17 08:55:29,810,111,106,21,67
2024-10-16,Defibrillators,False,False,2026-04-17 08:55:29,678,87,106,19,52
2024-09-17,Ventilators,False,False,2026-04-17 08:55:29,903,134,36,7,21
2024-03-30,Electrosurgical Units (Cautery),False,True,2026-04-17 08:55:29,1581,204,235,30,83
2024-05-12,Defibrillators,False,True,2026-04-17 08:55:29,827,127,128,18,51
2024-07-27,CT Scanners,False,True,2026-04-17 08:55:29,696,109,47,7,22
2024-04-22,Electrosurgical Units (Cautery),False,False,2026-04-17 08:55:29,761,96,52,7,23
2024-09-06,CT Scanners,False,False,2026-04-17 08:55:29,827,122,47,7,23
2024-07-11,CT Scanners,False,False,2026-04-17 08:55:29,657,93,87,14,43
2024-11-18,Stretchers,False,False,2026-04-17 08:55:29,1213,196,67,10,31
2024-03-15,Stretchers,False,False,2026-04-17 08:55:29,1070,143,168,23,71
2024-04-05,X-ray Machines,False,False,2026-04-17 08:55:29,632,88,90,13,34
2024-12-26,CT Scanners,False,False,2026-04-17 08:55:29,841,126,203,26,78
2024-01-21,Wheelchairs,False,True,2026-04-17 08:55:29,681,105,95,14,48
2024-07-13,Surgical Instrument Sets,False,True,2026-04-17 08:55:29,1056,138,46,7,24
2024-02-15,X-ray Machines,False,False,2026-04-17 08:55:29,972,156,226,34,103
2024-09-12,IV Stands,True,False,2026-04-17 08:55:29,564,86,43,7,23
2024-10-02,Crash Carts,False,False,2026-04-17 08:55:29,1391,188,89,12,36
2024-07-24,Crash Carts,False,False,2026-04-17 08:55:29,718,96,110,14,36
2024-04-19,Defibrillators,False,False,2026-04-17 08:55:29,1463,206,87,14,48
2024-11-18,IV Stands,False,False,2026-04-17 08:55:29,764,120,172,22,68
2024-04-04,Crash Carts,False,False,2026-04-17 08:55:29,838,108,108,19,58
2024-04-03,X-ray Machines,False,False,2026-04-17 08:55:29,1456,192,179,25,77
2024-06-21,IV Stands,True,False,2026-04-17 08:55:29,807,117,118,15,53
2024-09-27,Stretchers,True,False,2026-04-17 08:55:29,1116,184,213,31,95
2024-12-29,IV Stands,False,True,2026-04-17 08:55:29,543,87,26,4,8
2024-10-08,Surgical Instrument Sets,False,False,2026-04-17 08:55:29,748,122,98,17,53
2024-01-08,X-ray Machines,False,False,2026-04-17 08:55:29,1359,195,120,23,67
2024-01-20,Wheelchairs,False,True,2026-04-17 08:55:29,1159,147,209,28,84
2024-05-08,Wheelchairs,False,False,2026-04-17 08:55:29,1183,166,149,29,89
2024-05-21,Ventilators,False,False,2026-04-17 08:55:29,801,125,158,29,86
2024-05-05,Defibrillators,False,True,2026-04-17 08:55:29,1180,174,128,23,68
2024-09-14,X-ray Machines,False,True,2026-04-17 08:55:29,753,102,84,11,31
2024-02-22,X-ray Machines,False,False,2026-04-17 08:55:29,1576,215,141,18,54
2024-09-25,Stretchers,False,False,2026-04-17 08:55:29,1475,187,129,20,58
2024-04-04,X-ray Machines,False,False,2026-04-17 08:55:29,1085,138,51,7,20
2024-01-11,Crash Carts,False,False,2026-04-17 08:55:29,1273,164,233,31,89
2024-09-06,Surgical Instrument Sets,False,False,2026-04-17 08:55:29,1369,208,195,30,90
2024-10-28,Wheelchairs,False,False,2026-04-17 08:55:29,779,128,178,29,86
2024-12-23,IV Stands,False,False,2026-04-17 08:55:29,909,127,149,22,66
2024-11-05,Wheelchairs,False,False,2026-04-17 08:55:29,1263,206,65,10,32
2024-04-01,Wheelchairs,False,False,2026-04-17 08:55:29,1248,183,145,28,82
2024-03-12,Surgical Instrument Sets,False,False,2026-04-17 08:55:29,1410,206,117,19,61
2024-08-01,Defibrillators,False,False,2026-04-17 08:55:29,966,158,165,23,67
2024-09-05,Ventilators,False,False,2026-04-17 08:55:29,1574,214,197,31,95
2024-07-05,Electrosurgical Units (Cautery),False,False,2026-04-17 08:55:29,1433,218,140,23,70
2024-05-03,Stretchers,False,False,2026-04-17 08:55:29,918,129,74,13,32
2024-08-09,Electrosurgical Units (Cautery),False,False,2026-04-17 08:55:29,718,116,184,25,71
2024-02-21,Ventilators,False,False,2026-04-17 08:55:29,641,90,54,7,24
2024-12-08,Crash Carts,False,True,2026-04-17 08:55:29,1456,211,139,20,58
2024-11-03,IV Stands,False,True,2026-04-17 08:55:29,1278,201,87,12,37
2024-04-09,IV Stands,True,False,2026-04-17 08:55:29,742,97,155,21,64
2024-03-21,Wheelchairs,False,False,2026-04-17 08:55:29,799,103,47,8,23
2024-10-10,Ventilators,False,False,2026-04-17 08:55:29,992,156,167,27,78
2024-05-04,Surgical Instrument Sets,False,True,2026-04-17 08:55:29,918,124,161,23,65
2024-11-21,Electrosurgical Units (Cautery),False,False,2026-04-17 08:55:29,993,159,142,25,73
2024-06-01,CT Scanners,False,True,2026-04-17 08:55:29,1461,210,127,24,68
2024-03-22,IV Stands,False,False,2026-04-17 08:55:29,1300,213,174,22,65
2024-02-19,CT Scanners,False,False,2026-04-17 08:55:29,552,92,46,7,21
2024-08-07,Surgical Instrument Sets,True,False,2026-04-17 08:55:29,913,148,259,33,98
2024-11-24,Stretchers,False,True,2026-04-17 08:55:29,1438,217,80,15,43
2024-03-27,Defibrillators,False,False,2026-04-17 08:55:29,1514,199,190,35,101
2024-09-21,Wheelchairs,False,True,2026-04-17 08:55:29,754,103,73,11,31
2024-06-22,IV Stands,False,True,2026-04-17 08:55:29,1007,143,87,15,48
2024-10-14,Surgical Instrument Sets,False,False,2026-04-17 08:55:29,1380,182,88,12,31
2024-09-01,X-ray Machines,False,True,2026-04-17 08:55:29,1239,174,236,30,93
2024-07-30,X-ray Machines,False,False,2026-04-17 08:55:29,1252,171,111,18,55
2024-01-18,Stretchers,False,False,2026-04-17 08:55:29,826,126,132,20,60
2024-06-30,Stretchers,False,True,2026-04-17 08:55:29,914,151,88,17,50
2024-03-04,X-ray Machines,False,False,2026-04-17 08:55:29,975,129,231,30,89
2024-07-09,Defibrillators,False,False,2026-04-17 08:55:29,1587,209,239,37,111
2024-12-15,Wheelchairs,False,True,2026-04-17 08:55:29,1702,216,66,11,29
2024-07-31,Stretchers,False,False,2026-04-17 08:55:29,1450,218,327,44,136
2024-10-08,Electrosurgical Units (Cautery),False,False,2026-04-17 08:55:29,1295,174,166,30,87
2024-04-28,Ventilators,False,True,2026-04-17 08:55:29,686,103,141,23,68
2024-12-28,Ventilators,False,True,2026-04-17 08:55:29,1399,185,243,42,126
2024-01-23,Wheelchairs,False,False,2026-04-17 08:55:29,1318,178,197,28,80
2024-11-03,Electrosurgical Units (Cautery),False,True,2026-04-17 08:55:29,1660,209,201,27,75
2024-04-30,X-ray Machines,False,False,2026-04-17 08:55:29,985,135,169,31,91
2024-06-02,Stretchers,False,True,2026-04-17 08:55:29,957,125,53,10,30
2024-10-26,X-ray Machines,False,True,2026-04-17 08:55:29,1019,153,214,37,115
2024-10-25,IV Stands,False,False,2026-04-17 08:55:29,615,93,154,23,68
2024-09-27,Ventilators,False,False,2026-04-17 08:55:29,1109,153,122,16,53
2024-10-22,Ventilators,False,False,2026-04-17 08:55:29,1005,146,78,13,33
2024-12-28,Stretchers,False,True,2026-04-17 08:55:29,1599,209,372,48,140
2024-02-12,CT Scanners,False,False,2026-04-17 08:55:29,1297,198,187,31,93
2024-07-04,Surgical Instrument Sets,False,False,2026-04-17 08:55:29,849,116,91,14,42
2024-07-23,Defibrillators,False,False,2026-04-17 08:55:29,755,97,126,24,68
2024-11-21,Stretchers,False,False,2026-04-17 08:55:29,955,130,226,29,84
2024-12-30,Stretchers,False,False,2026-04-17 08:55:29,1023,130,79,10,30
2024-08-08,Defibrillators,False,False,2026-04-17 08:55:29,883,127,145,23,66
2024-08-07,Defibrillators,False,False,2026-04-17 08:55:29,1106,168,221,31,92
2024-07-23,Defibrillators,False,False,2026-04-17 08:55:29,1446,184,214,42,126
2024-11-09,Defibrillators,True,True,2026-04-17 08:55:29,696,108,140,23,68
2024-09-17,Electrosurgical Units (Cautery),False,False,2026-04-17 08:55:29,1031,161,230,33,100
2024-03-31,Defibrillators,False,True,2026-04-17 08:55:29,1380,196,227,38,115
2024-04-06,Surgical Instrument Sets,False,True,2026-04-17 08:55:29,1018,167,151,19,56
2024-07-09,Defibrillators,False,False,2026-04-17 08:55:29,630,88,70,9,32
2024-04-16,Electrosurgical Units (Cautery),True,False,2026-04-17 08:55:29,1091,168,178,35,102
2024-12-02,CT Scanners,False,False,2026-04-17 08:55:29,1189,167,61,8,24
2024-04-23,Ventilators,False,False,2026-04-17 08:55:29,651,91,24,4,11
2024-02-09,Ventilators,True,False,2026-04-17 08:55:29,747,121,35,7,20
2024-03-17,Crash Carts,False,True,2026-04-17 08:55:29,879,121,70,9,29
2024-09-26,Wheelchairs,False,False,2026-04-17 08:55:29,1382,191,212,40,120
2024-06-30,CT Scanners,False,True,2026-04-17 08:55:29,1536,207,232,40,121
2024-06-26,CT Scanners,False,False,2026-04-17 08:55:29,795,120,87,13,33
2024-07-18,IV Stands,False,False,2026-04-17 08:55:29,1665,217,126,23,65
2024-04-26,Electrosurgical Units (Cautery),False,False,2026-04-17 08:55:29,726,99,161,22,62
2024-06-14,Ventilators,False,False,2026-04-17 08:55:29,1057,158,84,15,48
2024-03-18,Ventilators,False,False,2026-04-17 08:55:29,1079,142,164,21,68
2024-08-20,Defibrillators,False,False,2026-04-17 08:55:29,643,94,48,8,26
2024-06-11,Electrosurgical Units (Cautery),False,False,2026-04-17 08:55:29,1385,176,104,17,53
2024-02-15,Wheelchairs,False,False,2026-04-17 08:55:29,819,115,32,6,14
2024-03-29,Surgical Instrument Sets,False,False,2026-04-17 08:55:29,1191,156,67,9,26
2024-07-20,Surgical Instrument Sets,False,True,2026-04-17 08:55:29,760,112,170,27,82
2024-06-11,CT Scanners,False,False,2026-04-17 08:55:29,1072,142,200,29,87
2024-01-12,Ventilators,False,False,2026-04-17 08:55:29,904,137,105,20,57
2024-05-04,IV Stands,False,True,2026-04-17 08:55:29,1194,154,152,24,71
2024-06-25,Defibrillators,False,False,2026-04-17 08:55:29,761,107,99,17,52
2024-01-18,Stretchers,False,False,2026-04-17 08:55:29,1680,219,229,41,129
2024-01-02,Wheelchairs,False,False,2026-04-17 08:55:29,1085,158,87,11,26
2024-11-04,Surgical Instrument Sets,False,False,2026-04-17 08:55:29,633,94,56,11,33
2024-01-19,IV Stands,False,False,2026-04-17 08:55:29,1042,153,117,21,63
2024-02-03,Wheelchairs,False,True,2026-04-17 08:55:29,1341,192,267,44,133
2024-12-31,Ventilators,False,False,2026-04-17 08:55:29,1019,134,77,13,41
2024-09-30,Defibrillators,False,False,2026-04-17 08:55:29,1023,151,133,23,70
2024-12-03,Electrosurgical Units (Cautery),False,False,2026-04-17 08:55:29,841,134,42,7,21
2024-12-13,Stretchers,False,False,2026-04-17 08:55:29,1506,218,140,21,61
2024-05-23,Surgical Instrument Sets,False,False,2026-04-17 08:55:29,990,129,112,18,49
2024-02-09,Wheelchairs,False,False,2026-04-17 08:55:29,935,128,188,25,83
2024-02-07,Electrosurgical Units (Cautery),False,False,2026-04-17 08:55:29,1483,186,71,14,44
2024-01-17,Stretchers,False,False,2026-04-17 08:55:29,779,117,153,21,59
2024-05-01,Crash Carts,False,False,2026-04-17 08:55:29,1362,176,132,19,59
2024-12-26,Defibrillators,False,False,2026-04-17 08:55:29,1084,166,129,23,67
2024-02-19,Crash Carts,False,False,2026-04-17 08:55:29,864,140,189,34,102
2024-09-18,Ventilators,False,False,2026-04-17 08:55:29,1472,187,143,28,87
2024-10-11,Crash Carts,False,False,2026-04-17 08:55:29,1368,178,258,37,110
2024-05-07,Stretchers,False,False,2026-04-17 08:55:29,898,137,159,29,84
2024-08-07,CT Scanners,False,False,2026-04-17 08:55:29,1207,165,84,12,35
2024-11-09,Wheelchairs,False,True,2026-04-17 08:55:29,1157,188,263,41,125
2024-11-02,Surgical Instrument Sets,False,True,2026-04-17 08:55:29,817,110,114,19,55
2024-05-09,Wheelchairs,False,False,2026-04-17 08:55:29,1381,202,151,23,74
2024-01-11,Wheelchairs,False,False,2026-04-17 08:55:29,1505,189,140,19,56
2024-06-04,Surgical Instrument Sets,False,False,2026-04-17 08:55:29,1283,210,144,21,66
2024-06-05,Stretchers,False,False,2026-04-17 08:55:29,1497,204,241,35,104
2024-02-15,Defibrillators,False,False,2026-04-17 08:55:29,733,97,47,6,26
2024-12-09,X-ray Machines,False,False,2026-04-17 08:55:29,812,129,81,13,40
2024-12-03,Stretchers,False,False,2026-04-17 08:55:29,626,94,104,15,44
2024-02-26,CT Scanners,False,False,2026-04-17 08:55:29,1406,197,303,42,123
2024-09-29,Ventilators,False,True,2026-04-17 08:55:29,549,89,111,15,46
2024-02-09,Electrosurgical Units (Cautery),False,False,2026-04-17 08:55:29,1348,213,181,25,72
2024-05-05,Crash Carts,False,True,2026-04-17 08:55:29,933,118,85,16,42
2024-01-11,X-ray Machines,True,False,2026-04-17 08:55:29,923,122,55,7,28
2024-12-15,Surgical Instrument Sets,False,True,2026-04-17 08:55:29,662,107,33,6,18
2024-10-10,Electrosurgical Units (Cautery),False,False,2026-04-17 08:55:29,1170,183,75,11,36
2024-05-28,Crash Carts,False,False,2026-04-17 08:55:29,940,138,137,27,82
2024-10-04,Crash Carts,False,False,2026-04-17 08:55:29,1316,175,76,10,31
2024-03-05,Defibrillators,False,False,2026-04-17 08:55:29,711,94,82,13,36
2024-05-25,IV Stands,False,True,2026-04-17 08:55:29,1151,147,77,13,42
2024-02-05,Ventilators,False,False,2026-04-17 08:55:29,642,81,65,9,28
2024-07-03,Surgical Instrument Sets,False,False,2026-04-17 08:55:29,642,100,52,7,22
2024-02-14,IV Stands,True,False,2026-04-17 08:55:29,1660,220,264,39,124
2024-09-18,Defibrillators,False,False,2026-04-17 08:55:29,1323,213,78,11,31
2024-09-27,Stretchers,False,False,2026-04-17 08:55:29,516,81,88,13,36
2024-04-04,CT Scanners,False,False,2026-04-17 08:55:29,1304,188,83,11,33
2024-08-02,Wheelchairs,False,False,2026-04-17 08:55:29,1429,193,113,20,59
2024-10-03,CT Scanners,False,False,2026-04-17 08:55:29,961,133,183,23,72
2024-10-23,Crash Carts,False,False,2026-04-17 08:55:29,1234,175,143,19,58
2024-02-05,IV Stands,False,False,2026-04-17 08:55:29,1436,217,198,26,78
2024-03-28,Stretchers,False,False,2026-04-17 08:55:29,958,123,35,6,19
